Name,Critic_Score,Critic_Count,User_Score,User_Count
FlatOut 2 (2),73.0,38.0,7.3,8.0
Rogue Trooper,71.0,37.0,8.2,9.0
Backyard Baseball 09 (2),37.0,4.0,7.8,5.0
Spy Fiction,61.0,33.0,,
Justice League: Chronicles,43.0,7.0,,
Tom Clancys HAWX (3),70.0,23.0,7.3,125.0
Top Gun (2),48.0,8.0,,
King Arthur (3),60.0,14.0,,
Dai Senryaku VII: Modern Military Tactics,74.0,11.0,8.8,6.0
Harvest Moon: Skytree Village,,,7.4,7.0
Advance Guardian Heroes,65.0,25.0,,
Castle of Shikigami III,67.0,9.0,7.6,9.0
Smash Court Tennis 3 (2),68.0,30.0,6.3,4.0
FIFA Street 2 (5),43.0,5.0,7.5,4.0
Star X,60.0,10.0,,
City Life: World Edition,75.0,7.0,8.2,9.0
Corpse Party: Book of Shadows,67.0,23.0,8.2,50.0
WarTech: Senko no Ronde,60.0,33.0,6.1,7.0
IL-2 Sturmovik: 1946,86.0,9.0,8.8,115.0
Strike Force Bowling (3),54.0,10.0,,
Chessmaster (3),76.0,5.0,,
Praetorians,78.0,23.0,8.2,38.0
Red Ninja: End of Honor,47.0,17.0,5.0,7.0
The Wolf Among Us (4),,,8.4,30.0
SX Superstar,53.0,17.0,,
Outlaw Tennis (2),66.0,45.0,7.7,6.0
SPRay,42.0,16.0,4.5,6.0
Exist Archive: The Other Side of the Sky (2),69.0,13.0,8.0,21.0
Attack of the Movies 3D (2),38.0,8.0,1.7,10.0
Igor: The Game (2),43.0,4.0,,
Legend of Kay Anniversary,62.0,22.0,6.4,11.0
Secret Files: Tunguska (3),66.0,26.0,7.3,39.0
The Invincible Iron Man,68.0,9.0,,
Dance Dance Revolution Disney Mix,74.0,7.0,8.3,13.0
NASCAR 07 (2),72.0,26.0,7.0,4.0
Scaler (2),69.0,25.0,,
Resident Evil 6 (5),69.0,18.0,5.9,877.0
Thrillville: Off the Rails (5),59.0,6.0,6.2,5.0
Puyo Pop Fever,68.0,9.0,,
Bloody Roar Extreme,61.0,22.0,8.6,9.0
Split/Second (4),79.0,18.0,8.2,116.0
Tennis Masters Series 2003,67.0,10.0,,
Dead Head Fred,75.0,30.0,7.3,23.0
MLB SlugFest 20-04 (3),76.0,14.0,,
Pocket Pool,37.0,19.0,,
Myth Makers: Trixie in Toyland,,,0.2,5.0
Ride to Hell (2),13.0,4.0,1.0,219.0
Need for Speed: ProStreet (7),70.0,18.0,6.0,165.0
Mark McMorris Infinite Air (2),,,8.1,30.0
Digimon Rumble Arena 2 (2),71.0,5.0,8.1,7.0
Gravity Falls: Legend of the Gnome Gemulets,46.0,4.0,5.8,10.0
Major League Baseball 2K12 (6),,,5.7,15.0
Rugby Challenge 3,64.0,4.0,6.8,12.0
Pac-Man World Rally (2),51.0,9.0,,
Hellboy: The Science of Evil (3),42.0,14.0,7.1,13.0
The Sims Deluxe,92.0,6.0,8.2,77.0
Mortimer Beckett and the Secrets of Spooky Manor,56.0,4.0,,
WTF: Work Time Fun,63.0,23.0,7.5,8.0
LEGO Indiana Jones: The Original Adventures (7),78.0,14.0,7.7,35.0
Horses 3D,,,6.3,4.0
The Sims 2: Pets (6),76.0,23.0,7.7,40.0
Deadliest Warrior: Ancient Combat,37.0,5.0,6.3,4.0
The Kore Gang,70.0,10.0,8.6,7.0
Resident Evil: Revelations (5),77.0,12.0,7.0,348.0
Port Royale 2,75.0,20.0,7.7,42.0
Worms: WMD,78.0,23.0,7.6,19.0
Company of Heroes: Tales of Valor,70.0,42.0,7.2,204.0
Prison Architect,80.0,18.0,8.0,19.0
Star Trek: Shattered Universe (2),41.0,21.0,4.0,10.0
Mighty No. 9 (2),48.0,9.0,4.6,81.0
Guilty Gear XX Accent Core (2),75.0,15.0,8.4,19.0
Devil May Cry 4 (4),78.0,21.0,8.5,355.0
Lionel Trains: On Track,47.0,4.0,,
WarJetz,59.0,9.0,5.5,4.0
Catwoman (4),61.0,7.0,,
Capcom Fighting Evolution (2),61.0,20.0,,
World Poker Tour (3),68.0,14.0,,
Barnyard (4),65.0,15.0,5.7,7.0
Heroes of Might and Magic V,77.0,41.0,8.0,353.0
Test Drive: Ferrari Legends (2),62.0,19.0,4.8,23.0
Metal Gear Solid: Digital Graphic Novel,78.0,22.0,7.2,21.0
Aeon Flux,66.0,19.0,5.8,9.0
GRID (4),87.0,25.0,7.8,465.0
Shattered Union,66.0,17.0,6.9,7.0
Virtua Tennis 4 (4),66.0,5.0,7.3,43.0
BlazBlue: Chrono Phantasma Extend (3),,,8.3,10.0
Terraria (7),84.0,5.0,7.7,30.0
Company of Heroes: Opposing Fronts,87.0,36.0,8.6,236.0
Mat Hoffmans Pro BMX 2 (4),70.0,12.0,,
Unchained Blades  (2),65.0,8.0,7.8,16.0
Aegis of Earth: Protonovus Assault,,,8.3,8.0
NHL Hitz Pro (3),81.0,15.0,7.8,5.0
Superman: Countdown to Apokolips,47.0,5.0,5.7,6.0
Duke Nukem 3D: 20th Anniversary World Tour (2),70.0,4.0,,
Ben 10 Galactic Racing (6),,,3.8,8.0
Worms 4: Mayhem,69.0,27.0,9.2,6.0
Rise of Nations,89.0,30.0,9.0,277.0
Men of War: Vietnam,68.0,19.0,5.0,36.0
Imperial Glory,69.0,28.0,8.4,73.0
Prototype: Biohazard Bundle,48.0,4.0,2.0,53.0
Antz Extreme Racing,31.0,5.0,5.0,8.0
Mike Tyson Boxing,44.0,8.0,,
Samurai Warriors 2: Empires (2),53.0,29.0,8.6,14.0
Metal Slug XX,67.0,22.0,6.1,9.0
Patrician IV,66.0,18.0,6.5,35.0
Fishermans Challenge,67.0,7.0,7.5,4.0
Ray Gigant,72.0,14.0,8.1,25.0
Mission: Impossible - Operation Surma (3),42.0,16.0,,
Section 8 (2),72.0,31.0,7.0,78.0
The Da Vinci Code (2),52.0,34.0,2.8,5.0
Super Black Bass Fishing,35.0,6.0,,
Pure Pinball,68.0,11.0,8.5,6.0
Shadow of the Colossus (2),,,8.5,74.0
Headhunter: Redemption,62.0,29.0,6.7,7.0
Stuntman (2),77.0,8.0,,
The Chase: Felix Meets Felicity,59.0,9.0,,
Grand Theft Auto: Vice City (2),94.0,30.0,8.8,1538.0
Empire Earth III,50.0,40.0,2.8,53.0
The Sims 4: Spa Day,,,7.8,28.0
Surfs Up (6),59.0,8.0,5.1,7.0
SWAT: Target Liberty,50.0,26.0,7.7,9.0
Twin Strike: Operation Thunder,50.0,7.0,8.3,6.0
CSI: Fatal Conspiracy (4),47.0,5.0,5.5,6.0
Resident Evil: Operation Raccoon City (3),48.0,8.0,3.9,192.0
Bomberman: Act Zero,34.0,41.0,2.2,43.0
Astro Boy: The Video Game (4),60.0,6.0,,
Worms: Ultimate Mayhem,66.0,4.0,7.8,48.0
Dreamfall: The Longest Journey,73.0,42.0,8.8,24.0
JASF: Janes Advanced Strike Fighters (3),48.0,4.0,3.1,14.0
Outlaw Volleyball Remixed,57.0,9.0,,
The Adventures of Darwin,53.0,10.0,,
Brothers In Arms DS,72.0,27.0,8.0,25.0
Superdimension Neptune vs Sega Hard Girls,73.0,16.0,8.5,14.0
Off-Road Drive,60.0,10.0,6.4,17.0
Colin McRae Rally 3 (2),86.0,25.0,7.4,14.0
TMNT (4),42.0,10.0,1.8,6.0
LEGO Jurassic World (8),72.0,8.0,7.1,33.0
Stolen,51.0,16.0,7.4,16.0
Stoked: Big Air Edition,72.0,21.0,7.7,16.0
Pro Race Driver (2),80.0,17.0,8.0,5.0
The Movies,84.0,62.0,8.3,132.0
Train Simulator 2016,,,3.8,9.0
Countdown Vampires,41.0,6.0,,
Supreme Commander: Forged Alliance,81.0,35.0,8.9,219.0
Meteos: Disney Magic,74.0,36.0,6.6,5.0
FIFA World Cup Germany 2006 (6),71.0,7.0,7.2,6.0
Lost Planet 3 (3),61.0,17.0,6.2,210.0
Dragon Ball: Advanced Adventure,75.0,7.0,8.5,11.0
The Ripping Friends,38.0,12.0,,
Castlevania: Lords of Shadow 2 (3),58.0,16.0,7.6,503.0
Super Army War,58.0,8.0,,
Echo Night Beyond,60.0,22.0,8.9,9.0
Evolution Skateboarding (2),44.0,5.0,,
Greg Hastings Tournament Paintball Maxd,39.0,4.0,7.4,10.0
Halo: Combat Evolved (2),83.0,40.0,7.4,397.0
Assassins Creed Chronicles: China,69.0,44.0,6.4,84.0
Little Red Riding Hoods Zombie BBQ,68.0,15.0,7.3,8.0
Caesar IV,74.0,32.0,7.6,43.0
Rugby 08,74.0,21.0,7.4,25.0
Harry Potter and the Order of the Phoenix (7),63.0,11.0,7.1,35.0
Ferrari Challenge Trofeo Pirelli (2),71.0,37.0,6.3,27.0
Cy Girls,53.0,28.0,8.8,4.0
APB Reloaded,56.0,12.0,5.7,269.0
The Sum of All Fears,69.0,8.0,,
Bionicle Heroes (4),52.0,7.0,5.8,5.0
Bubble Bobble Double Shot,50.0,12.0,4.4,5.0
Minority Report: Everybody Runs (4),54.0,8.0,,
C.O.R.E.,44.0,16.0,6.9,19.0
Darksiders: Warmastered Edition,81.0,11.0,8.5,23.0
Chaos Wars,64.0,9.0,6.9,9.0
Steambot Chronicles,74.0,35.0,8.2,17.0
Scarface: The World is Yours (4),73.0,18.0,7.5,57.0
The Talos Principle,88.0,31.0,8.4,131.0
Gumby vs. the Astrobots,63.0,4.0,,
Harry Potter and the Prisoner of Azkaban (5),67.0,19.0,7.2,50.0
Scaler (3),69.0,11.0,7.3,8.0
Legasista,68.0,13.0,6.3,15.0
Fatal Fury: Battle Archives Volume 1,68.0,22.0,8.3,4.0
OutRun 2006: Coast 2 Coast (2),82.0,31.0,8.1,14.0
Pro Cycling Manager 2016 (2),64.0,6.0,4.8,5.0
The Golf Clu (2),64.0,15.0,5.4,60.0
Fading Shadows,62.0,13.0,,
Without Warning,45.0,25.0,6.5,8.0
Smashing Drive (2),42.0,9.0,,
Teenage Mutant Ninja Turtles 3: Mutant Nightmare (4),56.0,13.0,,
Here They Lie,62.0,33.0,6.6,38.0
Napoleon Dynamite: The Game,37.0,14.0,4.6,7.0
Saints Row 2 (3),72.0,24.0,6.8,381.0
Trine 2 (2),84.0,55.0,8.4,670.0
Monster Force,65.0,9.0,,
Guild Wars,89.0,53.0,8.4,455.0
Atelier Shallie Plus: Alchemists of the Dusk Sea,79.0,10.0,7.5,4.0
World Championship Pool 2004 (2),67.0,11.0,,
Teenage Zombies: Invasion of the Alien Brain Thingys,67.0,30.0,8.2,29.0
Flow: Urban Dance Uprising,65.0,10.0,,
RLH: Run Like Hell (2),55.0,22.0,8.0,5.0
Obscure (2),66.0,29.0,8.4,9.0
World of Goo,90.0,26.0,8.5,610.0
Secret Files 2: Puritas Cordis,64.0,14.0,7.1,18.0
Monster Kingdom: Jewel Summoner,66.0,25.0,7.3,7.0
Railroad Tycoon 3,80.0,19.0,7.7,57.0
Zoo Hospital (2),53.0,6.0,,
S.T.A.L.K.E.R.: Clear Sky,75.0,47.0,7.7,482.0
Sega Arcade Gallery,70.0,12.0,,
MLB 15: The Show (3),,,8.8,5.0
Sins of a Solar Empire: Trinity,,,7.9,19.0
LEGO Pirates of the Caribbean: The Video Game (7),73.0,11.0,6.6,17.0
Painkiller: Hell Wars,68.0,33.0,7.4,16.0
FunkMaster Flexs Digital Hitz Factory,71.0,6.0,8.9,10.0
Greg Hastings Paintball 2 (3),46.0,5.0,,
World in Conflict,89.0,44.0,8.1,303.0
XBLAZE Code: Embryo,,,7.1,14.0
Major League Baseball 2K8 (5),63.0,5.0,,
Rebel Raiders: Operation Nighthawk,53.0,5.0,,
Alienators: Evolution Continues,54.0,4.0,,
Pirates: Duels on the High Seas,50.0,15.0,,
Terraria (8),,,6.9,7.0
Tour de France 2014,53.0,9.0,5.1,22.0
Tomb Raider: Anniversary (5),83.0,26.0,8.0,244.0
MX World Tour Featuring Jamie Little (2),51.0,5.0,,
Assault Suit Leynos,67.0,8.0,,
The Night of the Rabbit,75.0,45.0,7.5,82.0
Infamous: First Light,73.0,70.0,7.5,586.0
RedCard 20-03 (2),67.0,8.0,9.0,4.0
Bounty Hounds,63.0,14.0,6.0,7.0
Gothic Universe,,,7.9,10.0
A Game of Thrones: Genesis,53.0,40.0,4.0,110.0
LEGO Harry Potter: Years 1-4 (6),79.0,15.0,7.8,60.0
Hotel Giant 2,58.0,7.0,2.5,19.0
TOCA Race Driver 3 (2),84.0,25.0,8.0,6.0
Silent Scope (2),70.0,5.0,8.0,5.0
The Cursed Crusade (3),55.0,7.0,6.0,33.0
DarkStar One,71.0,33.0,7.2,55.0
Caesar III,,,8.6,53.0
JoJos Bizarre Adventure: Eyes of Heaven,61.0,35.0,7.3,45.0
Hitman: Blood Money (4),82.0,35.0,8.8,533.0
ESPN NBA 2Night 2002,59.0,13.0,,
Planescape: Torment,91.0,22.0,9.2,819.0
"Crouching Tiger, Hidden Dragon (2)",60.0,12.0,,
Rocksmith 2014 Edition Remastered,,,7.8,5.0
Star Wars Jedi Knight: Jedi Academy (2),81.0,34.0,8.6,295.0
Sabre Wulf,75.0,27.0,8.0,4.0
Alpha Protocol (3),72.0,25.0,7.5,511.0
Driven (3),68.0,10.0,,
Red Faction II (3),79.0,12.0,7.3,4.0
Battle Engine Aquila,73.0,17.0,9.0,5.0
Special Forces: Nemesis Strike,60.0,10.0,6.5,4.0
Womens Volleyball Championship,32.0,7.0,4.0,4.0
WRC: FIA World Rally Championship (3),67.0,18.0,7.8,19.0
Penguins of Madagascar (2),,,5.2,6.0
XBLAZE Code: Embryo (2),43.0,5.0,7.4,24.0
Battle Assault 3 featuring Gundam Seed,48.0,9.0,8.7,7.0
Crimson Tears,62.0,30.0,7.8,4.0
Superstars V8 Racing,66.0,29.0,4.9,9.0
Rapala Tournament Fishing! (2),41.0,4.0,8.0,6.0
Cabelas Outdoor Adventures (2),,,8.8,9.0
The Italian Jo (3),56.0,10.0,,
Rise of Nations: Rise of Legends,84.0,46.0,8.6,109.0
The Void,77.0,12.0,8.3,97.0
DiRT Rally (3),86.0,33.0,8.7,290.0
Supreme Ruler: Cold War,63.0,12.0,6.8,27.0
The Technomancer (2),68.0,12.0,7.3,56.0
The Sum of All Fears (2),36.0,11.0,3.4,5.0
Yumis Odd Odyssey,74.0,13.0,7.7,23.0
EverBlue 2,59.0,21.0,7.5,4.0
Electroplankton,71.0,49.0,7.0,37.0
CT Special Forces,71.0,14.0,,
FIFA World Cup: Germany 2006,57.0,4.0,6.9,7.0
Earthworm Jim 2,45.0,10.0,5.7,6.0
MotoGP (5),69.0,18.0,7.1,7.0
Dungeon Maker: Hunting Ground,70.0,18.0,6.4,8.0
Call of Juarez: Bound in Blood (3),78.0,39.0,8.0,283.0
Apache: Air Assault (3),64.0,7.0,7.5,18.0
Driv3r (3),,,5.4,5.0
Street Supremacy,41.0,31.0,,
Red Faction: Guerrilla (3),82.0,29.0,7.5,309.0
Legend of the Dragon (2),38.0,12.0,,
Disney Sports Soccer,75.0,7.0,,
Prince of Persia: The Forgotten Sands (6),75.0,16.0,6.6,220.0
Astonishia Story,48.0,35.0,4.9,18.0
The Sims 2: Glamour Life Stuff,,,6.7,7.0
Agatha Christies The ABC Murders,67.0,17.0,6.5,13.0
GunGriffon: Allied Strike,55.0,21.0,,
Stacked with Daniel Negreanu (2),63.0,13.0,,
RACE On,73.0,14.0,8.2,20.0
PopCap Arcade Vol 2,67.0,4.0,,
The Binding of Isaac,84.0,30.0,8.3,1015.0
Tork: Prehistoric Punk,62.0,21.0,6.2,6.0
Trials Fusion (3),80.0,12.0,6.8,97.0
SuperCar Challenge,65.0,23.0,7.8,11.0
Overlord II (3),79.0,32.0,8.1,159.0
Flipper Critters,60.0,13.0,,
Underground Pool,40.0,7.0,,
Breath of Fire III (2),,,9.7,7.0
Jikandia: The Timeless Land,60.0,5.0,7.2,5.0
Toy Shop,31.0,7.0,5.4,11.0
Rome: Total War - Gold Edition,,,8.6,20.0
Rugby World Cup 2015 (3),,,8.0,5.0
Sorcery Saga: The Curse of the Great Curry God,65.0,17.0,7.3,44.0
Cabelas Big Game Hunter: Pro Hunts,,,5.9,8.0
Mighty No. 9 (3),55.0,13.0,4.2,94.0
Dance Factory,56.0,22.0,5.8,8.0
RoadKill (3),64.0,12.0,,
Combat Mission: Shock Force,62.0,15.0,3.3,86.0
The Legend of Heroes III: Song of the Ocean,58.0,17.0,6.1,7.0
Top Gun: Hard Lock (2),,,7.8,11.0
F1 2002 (2),72.0,7.0,7.8,4.0
Doodle Hex,68.0,14.0,,
Sitting Ducks (2),35.0,6.0,,
Men of War,80.0,22.0,8.1,137.0
Garfield: A Tale of Two Kitties,59.0,7.0,,
Ultimate Block Party,76.0,12.0,,
Stacked with Daniel Negreanu (3),61.0,20.0,,
Konami Classics Series: Arcade Hits,76.0,29.0,,
Guitar Hero: World Tour (5),,,7.8,9.0
Transformers: Devastation (5),74.0,9.0,7.6,56.0
Dr. Muto (3),63.0,6.0,,
Egg Mania: Eggstreme Madness,64.0,8.0,,
Alter Ego,59.0,9.0,5.8,19.0
Zero Escape: Virtues Last Reward,88.0,15.0,8.8,188.0
MotoGP 15 (3),65.0,9.0,,
Darkstalkers Resurrection,80.0,33.0,7.3,27.0
Summer Athletics: The Ultimate Challenge (2),48.0,10.0,,
Neverwinter Nights,91.0,34.0,8.2,493.0
Digimon World 4 (3),54.0,5.0,8.8,4.0
Guilty Gear XX Accent Core Plus (3),76.0,10.0,7.3,9.0
Aegis of Earth: Protonovus Assault (2),57.0,11.0,7.8,9.0
Galleon: Islands of Mystery,67.0,40.0,7.0,10.0
Sunny Garcia Surfing,61.0,11.0,7.9,7.0
Lock On: Modern Air Combat,76.0,20.0,7.5,549.0
Shaun White Skateboarding (4),,,7.3,6.0
Rugby League Live 3,,,7.0,4.0
Ratatouille (9),,,7.9,9.0
Rabbids Land,52.0,26.0,5.2,29.0
Take On Helicopters,70.0,10.0,6.7,28.0
Power Rangers Super Megaforce ,43.0,7.0,,
Homeworld 2,83.0,31.0,8.3,128.0
Young Justice: Legacy (2),,,7.1,7.0
Rayman 3: Hoodlum Havoc (4),74.0,8.0,8.3,70.0
S.L.A.I.: Steel Lancer Arena International,66.0,16.0,7.8,10.0
Nacho Libre,56.0,6.0,5.8,6.0
Freaky Flyers (2),64.0,22.0,,
Graffiti Kingdom,71.0,27.0,7.1,12.0
Paragon,,,6.2,99.0
Combat Elite: WWII Paratroopers (2),56.0,11.0,,
Bubble Bobble Evolution,47.0,5.0,,
Klonoa 2: Dream Champ Tournament,78.0,20.0,9.3,6.0
N+ (2),79.0,21.0,7.8,18.0
Ducati World Racing Challenge,68.0,7.0,,
Bus Simulator 16,46.0,8.0,6.3,19.0
Knights of Honor,77.0,26.0,9.1,90.0
Touhou Genso Rondo: Bullet Ballet,55.0,19.0,4.7,34.0
Bladestorm: Nightmare (3),,,7.4,5.0
Away: Shuffle Dungeon,65.0,17.0,,
CIMA: The Enemy,70.0,11.0,,
The Inner World,72.0,18.0,8.1,49.0
Final Fantasy XIV: Heavensward (2),86.0,14.0,7.7,256.0
DJ Max Portable 3,,,4.6,9.0
Pet Alien: An Intergalactic Puzzlepalooza,58.0,16.0,,
Empire Earth II,79.0,39.0,7.1,90.0
Codename: Panzers Cold War,67.0,28.0,5.8,8.0
Final Fantasy XIV: Heavensward (3),,,8.2,72.0
Doom (3),85.0,44.0,8.3,1862.0
Hot Pixel,55.0,35.0,6.5,6.0
Star Wars: The Force Unleashed II (5),59.0,14.0,5.8,164.0
R-Type III: The Third Lightning,46.0,11.0,,
Blokus Portable: Steambot Championship,51.0,5.0,,
Atomic Betty,62.0,10.0,7.5,6.0
Harry Potter and the Half-Blood Prince (7),64.0,14.0,6.1,35.0
Robin Hood: Defender of the Crown (2),57.0,13.0,,
Street Jam Basketball,35.0,7.0,8.0,7.0
Curious George (4),57.0,11.0,,
Disney's Aladdin (2),59.0,17.0,,
Virtual Pool: Tournament Edition,62.0,6.0,,
SimCity (2),64.0,75.0,2.2,4578.0
Doom 3 BFG Edition (3),59.0,12.0,5.3,212.0
Popeye: Rush for Spinach,48.0,9.0,4.2,5.0
Culdcept (2),78.0,26.0,8.9,9.0
Planet of the Apes,54.0,6.0,,
GTR Evolution,83.0,19.0,8.2,63.0
Real World Golf (2),74.0,12.0,,
NBA 2K13 (5),90.0,5.0,6.8,130.0
The Wolf Among Us (5),83.0,5.0,7.6,89.0
Sins of a Solar Empire,87.0,52.0,8.2,275.0
Kung Fu Panda: Showdown of Legendary Legends (3),,,6.8,4.0
NBA 08 (3),75.0,18.0,7.5,8.0
Lords of the Fallen (3),73.0,36.0,6.8,587.0
Resident Evil 4 (4),76.0,15.0,7.4,246.0
DICE: DNA Integrated Cybernetic Enterprises,48.0,15.0,,
Prototype: Biohazard Bundle (2),56.0,4.0,3.1,14.0
007: Quantum of Solace (6),70.0,18.0,6.3,55.0
World of Zoo (3),,,8.4,11.0
Psycho-Pass: Mandatory Happiness (2),64.0,11.0,7.7,12.0
Metal Dungeon,44.0,14.0,7.2,5.0
Phoenix Wright: Ace Attorney Trilogy,81.0,34.0,9.0,76.0
Drome Racers (2),54.0,5.0,6.6,5.0
Commander: Conquest of the Americas,68.0,16.0,5.2,19.0
Gekido Advance: Kintaros Revenge,70.0,7.0,7.0,4.0
Future Tactics: The Uprising (2),61.0,24.0,,
Pro Evolution Soccer 2017 (5),69.0,9.0,3.7,148.0
World of Tanks (2),,,5.2,9.0
Race Driver 2006,81.0,16.0,8.5,6.0
Buffy the Vampire Slayer: Wrath of the Darkhul King,44.0,16.0,8.6,5.0
Kung Fu Panda: Legendary Warriors (2),73.0,7.0,,
Whiteout,58.0,4.0,,
Braid,90.0,11.0,8.6,823.0
Spectral Souls: Resurrection of the Ethereal Empires,47.0,27.0,8.2,12.0
Syberia II,71.0,7.0,8.7,6.0
Syberia (3),82.0,26.0,8.5,239.0
Motor Trend presents Lotus Challenge,61.0,9.0,,
Monsters vs. Aliens (6),63.0,8.0,6.2,5.0
Turn It Around,39.0,11.0,4.5,4.0
Jack Keane,69.0,25.0,7.0,21.0
Overcooked,79.0,12.0,6.1,19.0
Darksiders: Warmastered Edition (2),80.0,17.0,8.0,16.0
Battle vs. Chess (2),69.0,5.0,5.9,12.0
Cartoon Network Battle Crashers,21.0,4.0,,
Ride (4),68.0,8.0,4.8,30.0
ESPN Winter X Games: Snowboarding 2002 (2),71.0,8.0,,
The King of Fighters 02/03 (2),76.0,23.0,,
The Island of Dr. Frankenstein,26.0,6.0,,
Animaniacs: The Great Edgar Hunt,65.0,14.0,,
Cabelas Big Game Hunter: Pro Hunts (2),,,7.3,4.0
Super Duper Sumos,57.0,5.0,,
CID The Dummy,41.0,6.0,,
Botanicula,82.0,38.0,8.3,344.0
MechAssault: Phantom War,66.0,16.0,4.5,4.0
101-in-1 Sports Party Megamix,41.0,7.0,,
The Last Guy,77.0,33.0,6.9,30.0
Disney Sports Soccer (2),68.0,5.0,,
Putty Squad (2),,,8.2,6.0
Max Payne (3),78.0,33.0,7.9,14.0
D1 Professional Drift Grand Prix Series,45.0,14.0,,
Xblaze: Lost Memories,63.0,4.0,6.4,5.0
Cossacks: European Wars,74.0,16.0,8.6,60.0
Pro Cast Sports Fishing,49.0,12.0,,
Star Trek: Tactical Assault (2),64.0,15.0,7.9,10.0
MX vs. ATV Supercross (2),58.0,4.0,3.5,4.0
NBA 2K7 (4),83.0,8.0,8.6,5.0
Auto Modellista (2),62.0,7.0,,
Carmageddon: Max Damage,52.0,15.0,7.0,13.0
Dave Mirra Freestyle BMX 3,78.0,15.0,,
Warhammer: Mark of Chaos,73.0,32.0,7.4,58.0
Eco Creatures: Save The Forest,55.0,13.0,,
Frogger: Ancient Shadow (3),47.0,11.0,,
Driver: Parallel Lines (3),59.0,9.0,6.0,20.0
Battlefield Vietnam,84.0,48.0,7.5,134.0
Warship Gunner 2,62.0,13.0,8.5,11.0
Gotcha Force,56.0,24.0,8.3,18.0
The Peanuts Movie: Snoopys Grand Adventure,,,8.8,4.0
Secret Files 2: Puritas Cordis (2),70.0,6.0,,
Age of Conan: Rise of the Godslayer,83.0,14.0,8.4,52.0
Buffy the Vampire Slayer: Chaos Bleeds (3),75.0,18.0,9.0,9.0
Max Payne 2: The Fall of Max Payne (3),86.0,46.0,9.0,808.0
My Frogger: Toy Trials,66.0,10.0,,
Jet Grind Radio,74.0,22.0,9.3,6.0
Magicka,74.0,44.0,7.6,605.0
Baldurs Gate: Dark Alliance (4),76.0,17.0,6.5,11.0
Under the Skin,55.0,30.0,,
NHL 07 (4),75.0,14.0,7.7,6.0
Guild Wars: Nightfall,84.0,30.0,8.7,104.0
The Peanuts Movie: Snoopys Grand Adventure (2),59.0,4.0,6.6,19.0
Battlezone (3),57.0,13.0,,
Medal of Honor: Vanguard (2),63.0,29.0,6.1,34.0
MySims (3),70.0,12.0,6.4,8.0
Super Monkey Ball Adventure (3),53.0,32.0,6.7,10.0
Madden NFL 07 (9),68.0,4.0,9.3,4.0
The Sims 2: Bon Voyage,74.0,9.0,7.3,24.0
Star Wars The Clone Wars: Republic Heroes (7),46.0,9.0,4.7,46.0
AniMates!,33.0,4.0,2.5,4.0
Age of Empires III: Gold Edition,,,7.8,6.0
Bully: Scholarship Edition (3),72.0,11.0,7.5,261.0
RollerCoaster Tycoon 2: Triple Thrill Pack,,,3.2,26.0
Battlefield 2142,80.0,48.0,6.8,327.0
Justice League Heroes: The Flash,72.0,8.0,7.4,7.0
Air Conflicts: Secret Wars (3),65.0,5.0,6.4,24.0
World War II Combat: Road To Berlin,,,1.2,5.0
Metal Saga,62.0,26.0,7.3,9.0
CID The Dummy (2),31.0,7.0,,
Divinity II: Flames of Vengeance,72.0,4.0,8.3,15.0
Bookworm (2),62.0,5.0,,
Lost Planet 2 (3),63.0,15.0,6.3,87.0
My DoItAll,60.0,4.0,,
Kawasaki Snowmobiles,,,2.0,6.0
X3: Terran Conflict,73.0,16.0,7.9,222.0
Open Season (6),57.0,6.0,,
SWAT 4,85.0,49.0,8.6,229.0
Battlefield 1942,89.0,27.0,8.6,329.0
Judge Dredd: Dredd Vs Death,52.0,13.0,5.3,9.0
Ducati Moto,69.0,4.0,,
Overcooked (2),78.0,24.0,7.7,31.0
Drome Racers (3),73.0,9.0,,
BlazBlue: Chrono Phantasma Extend (4),,,6.8,13.0
Magicka Collection,,,7.5,6.0
Dungeon Siege II,80.0,51.0,7.9,163.0
Bode Miller Alpine Skiing,,,6.6,5.0
Captain Morgane and the Golden Turtle,54.0,6.0,6.2,11.0
Dead Rising (3),,,8.8,13.0
Napoleon Dynamite: The Game (2),45.0,9.0,7.3,4.0
Battlestations: Pacific (2),74.0,31.0,8.4,46.0
Blazing Angels: Squadrons of WWII (5),65.0,16.0,4.6,17.0
GRID Autosport (3),78.0,35.0,6.2,257.0
Star Wars: Empire at War - Forces of Corruption,75.0,25.0,8.7,80.0
Neverwinter Nights Diamond,,,8.2,11.0
ZooCube (2),67.0,15.0,6.1,7.0
Sherlock Holmes: The Devils Daughter,71.0,28.0,6.8,67.0
Tube Slider,62.0,21.0,,
Turbo: Super Stunt Squad (2),,,3.9,8.0
The Lord of the Rings: Conquest (4),57.0,24.0,6.7,42.0
Stake: Fortune Fighters,26.0,8.0,3.7,6.0
Serious Sam Advance,51.0,9.0,7.2,10.0
Omega Quintet,58.0,22.0,7.1,81.0
Cold War,60.0,25.0,8.0,4.0
Steel Battalion: Line of Contact,70.0,19.0,8.0,8.0
Viva Pinata (2),78.0,20.0,7.8,20.0
NBA 2K17 (5),90.0,6.0,6.3,56.0
NBA Starting Five (2),48.0,4.0,5.5,4.0
Spy Hunter: Nowhere To Run,51.0,21.0,6.0,6.0
Moto Racer DS,73.0,6.0,,
